Country,Year,Mortality Rate,Oil Consumption per capita (tonnes per year),Population,GDP per capita (US$),Continent,GDP per capita (log US$)
Colombia,1986,41.5,0.26,29960101,1166,South America,7.061334366910438
Germany,1986,10.6,1.71,77720436,13461,Europe,9.507551894644093
Denmark,1986,9.7,2.05,5120534,17201,Europe,9.75272280064639
Algeria,1986,65.3,0.36,22882553,2783,Africa,7.931284761525891
Ecuador,1986,65.8,0.45,9490096,1613,South America,7.385851078125209
Spain,1986,10.7,1.11,38584624,6513,Europe,8.781555458546402
Finland,1986,7.3,2.29,4918154,14951,Europe,9.612533466213927
France,1986,10.1,1.55,56865193,13566,Europe,9.515321941506025
United Kingdom,1986,11.1,1.37,56681396,10611,Europe,9.269646477873591
Greece,1986,13.7,1.22,9967213,5656,Europe,8.640472207576408
Hungary,1986,20.9,0.91,10630564,9348,Europe,9.142917695658749
Indonesia,1986,98.8,0.13,169135273,472,Asia,6.156978985585555
India,1986,142.2,0.06,797878993,312,Asia,5.7430031878094825
Ireland,1986,10.4,1.38,3539690,8112,Europe,9.001099725830965
Iceland,1986,7.3,2.2,243180,16406,Europe,9.705402400562695
Italy,1986,11.3,1.52,56596155,11315,Europe,9.333884558067638
Japan,1986,7.1,1.73,121482000,17113,Asia,9.747593687577451
Kazakhstan,1986,57.6,1.17,15721289,10650,Asia,9.273315171137572
"Korea, Rep.",1986,22.4,0.69,41213674,2834,Asia,7.949444420250626
Kuwait,1986,21.5,4.46,1968093,9097,Asia,9.115699967822062
Lithuania,1986,16.4,2.0,3578914,12439,Europe,9.428591977209965
Mexico,1986,54.5,0.74,76224365,1765,North America,7.475905969367397
Malaysia,1986,20.5,0.58,15558740,1782,Asia,7.485491608030754
Netherlands,1986,9.5,2.23,14572278,13783,Europe,9.531191227694439
Norway,1986,10.2,2.23,4167354,18883,Europe,9.846017325381577
New Zealand,1986,13.4,1.1,3246300,9427,Oceania,9.15133319139615
Pakistan,1986,150.4,0.08,100618523,317,Asia,5.75890177387728
Peru,1986,99.6,0.3,20208437,1081,South America,6.985641817639208
Philippines,1986,70.0,0.14,56109838,605,Asia,6.405228458030842
Poland,1986,19.6,0.45,37456119,3628,Europe,8.196436811235028
Portugal,1986,19.3,0.95,10032734,3861,Europe,8.258681496264236
Qatar,1986,26.8,4.35,382328,13216,Asia,9.48918349576076
Romania,1986,33.2,0.71,22836841,2413,Europe,7.7886260656250315
Saudi Arabia,1986,60.5,3.19,13483349,6449,Asia,8.771680359010377
Singapore,1986,10.3,5.12,2733373,6799,Asia,8.82453082152646
Slovak Republic,1986,17.4,1.15,5193838,22692,Europe,10.029767718446458
Sweden,1986,7.5,2.23,8369829,17981,Europe,9.797070923831638
Thailand,1986,45.7,0.21,51542094,836,Asia,6.728628613084702
Turkmenistan,1986,91.3,1.06,3336773,9927,Asia,9.203013596589722
Ukraine,1986,21.1,1.24,51097000,2432,Europe,7.796469243086058
United States,1986,12.4,3.08,240133000,19071,North America,9.855924135604518
Uzbekistan,1986,79.7,0.63,18560008,10352,Asia,9.244935016740682
South Africa,1986,71.6,0.4,34877834,2103,Africa,7.6511201757027
United Arab Emirates,1987,19.8,6.06,1575909,23088,Asia,10.047068281013653
Argentina,1987,29.1,0.7,31216453,3485,South America,8.156223323194624
Australia,1987,10.6,1.76,16263874,11650,Oceania,9.363061458993847
Austria,1987,11.1,1.41,7574586,16392,Europe,9.704548689918736
Azerbaijan,1987,98.2,1.18,6875350,33118,Asia,10.40783222020243
Bangladesh,1987,164.9,0.02,100490256,241,Asia,5.484796933490655
Bulgaria,1987,17.9,1.17,8971359,3132,Europe,8.049427057110695
Belarus,1987,16.4,2.91,10111000,7907,Europe,8.975503722070927
Brazil,1987,71.3,0.45,142466264,1986,South America,7.593877844605118
Canada,1987,9.1,2.79,26446601,16377,North America,9.703633190449867
Switzerland,1987,8.8,1.9,6545106,30440,Europe,10.323512811975622
Chile,1987,21.9,0.4,12712784,1750,South America,7.4673710669175595
China,1987,53.8,0.09,1084035000,251,Asia,5.5254529391317835
Colombia,1987,39.7,0.28,30603048,1188,South America,7.080026499922591
Germany,1987,10.1,1.66,77839920,16677,Europe,9.721785803621579
Denmark,1987,9.7,1.87,5127024,21340,Europe,9.968338524855744
Algeria,1987,59.1,0.35,23586101,2829,Africa,7.947678571301568
Ecuador,1987,62.5,0.44,9729376,1433,South America,7.267525427828172
Spain,1987,10.3,1.16,38684815,8239,Europe,9.01663425631559
Finland,1987,7.2,2.27,4932123,18571,Europe,9.829356503193052
France,1987,9.8,1.55,57168409,16340,Europe,9.701371368413994
United Kingdom,1987,10.8,1.32,56802050,13118,Europe,9.481740611853681
Greece,1987,12.8,1.32,10000595,6564,Europe,8.789355452209982
Hungary,1987,19.7,0.96,10612741,14713,Europe,9.596486735697948
Indonesia,1987,95.2,0.14,172421390,440,Asia,6.0867747269123065
India,1987,138.2,0.06,815716125,342,Asia,5.834810737062605
Ireland,1987,10.1,1.2,3540057,9581,Europe,9.167537249650874
Iceland,1987,7.0,2.35,245859,22453,Europe,10.019179514532201
Italy,1987,10.8,1.59,56601931,14234,Europe,9.563388747859216
Japan,1987,6.8,1.73,122069000,20748,Asia,9.940205135471292
Kazakhstan,1987,55.8,1.12,16072478,10729,Asia,9.280705634636746
"Korea, Rep.",1987,20.4,0.72,41621690,3554,Asia,8.175829008714597
Kuwait,1987,20.2,4.11,2048477,10919,Asia,9.298259670014065
Lithuania,1987,15.2,2.18,3616367,7952,Europe,8.98117874833641
Mexico,1987,52.1,0.76,77553504,1902,North America,7.550661243105336
Malaysia,1987,19.3,0.57,16033103,2007,Asia,7.604396348796338
Netherlands,1987,9.2,2.22,14665037,16709,Europe,9.723702775394143
Norway,1987,10.1,2.32,4186905,22506,Europe,10.021537219309943
New Zealand,1987,12.9,1.17,3274400,12330,Oceania,9.41979059615839
Pakistan,1987,147.7,0.09,104251093,319,Asia,5.765191102784844
Peru,1987,94.3,0.33,20671360,1784,South America,7.486613313139955
Philippines,1987,67.0,0.16,57415175,658,Asia,6.489204931325317
Poland,1987,18.9,0.45,37668045,4149,Europe,8.330622620332868
Portugal,1987,18.2,0.9,10030031,4803,Europe,8.476996001664824
Qatar,1987,25.3,4.4,397391,13705,Asia,9.525516008736886
Romania,1987,34.7,0.77,22949430,1658,Europe,7.4133673356952405
Saudi Arabia,1987,56.0,3.21,14089798,6082,Asia,8.71308886823731
Singapore,1987,9.8,5.22,2774789,7539,Asia,8.927844826211702
Slovak Republic,1987,16.7,1.13,5222840,32608,Europe,10.392312936022451
Sweden,1987,7.4,2.03,8397804,21792,Europe,9.989298208949238
Thailand,1987,43.5,0.23,52479181,962,Asia,6.8690144506657065
Turkmenistan,1987,87.4,1.03,3430501,679,Asia,6.520621127558696
Ukraine,1987,20.4,1.28,51293000,1249,Europe,7.130098510125578
United States,1987,12.1,3.11,242289000,20038,North America,9.905385749819208
Uzbekistan,1987,76.0,0.58,19077170,10663,Asia,9.27453508401818
South Africa,1987,68.8,0.42,36119333,2672,Africa,7.890582534656536
United Arab Emirates,1988,18.6,7.08,1683681,21545,Asia,9.977899050049938
Argentina,1988,29.0,0.69,31690792,4004,South America,8.295049140435111
Australia,1988,10.2,1.8,16532164,14284,Oceania,9.566895308714338
Austria,1988,10.5,1.39,7585317,17578,Europe,9.77440339912459
Azerbaijan,1988,96.7,1.19,6974600,35707,Asia,10.48310202697824
Bangladesh,1988,158.5,0.02,102688833,258,Asia,5.552959584921617
Bulgaria,1988,17.7,1.25,8981446,2511,Europe,7.828436359157585
Belarus,1988,15.9,2.81,10140000,5978,Europe,8.695841342843883
Brazil,1988,68.6,0.45,145253973,2119,South America,7.6586995582682995
Canada,1988,8.8,2.89,26791747,19012,North America,9.8528256377339
Switzerland,1988,8.6,1.89,6593386,32690,Europe,10.394824499718256
Chile,1988,21.3,0.44,12918389,2015,South America,7.608374474380783
China,1988,53.9,0.1,1101630000,283,Asia,5.645446897643238
Colombia,1988,38.2,0.28,31256727,1254,South America,7.134093721192866
Germany,1988,9.5,1.65,78144619,17931,Europe,9.794286337492364
Denmark,1988,9.6,1.86,5129516,22526,Europe,10.022425476607642
Algeria,1988,55.3,0.34,24243018,2437,Africa,7.798523053625206
Ecuador,1988,59.5,0.43,9969788,1309,South America,7.1770187659099
Spain,1988,9.9,1.18,38766939,9703,Europe,9.1801903950253
Finland,1988,7.1,2.23,4946481,22047,Europe,10.000931817196982
France,1988,9.6,1.53,57472651,17727,Europe,9.782844180013784
United Kingdom,1988,10.4,1.41,56928327,15988,Europe,9.679593719831214
Greece,1988,11.9,1.36,10036983,7598,Europe,8.935640333747571
Hungary,1988,18.5,0.89,10596487,19465,Europe,9.876373260044556
Indonesia,1988,91.5,0.14,175694647,479,Asia,6.171700597410915
India,1988,134.2,0.06,833729681,355,Asia,5.872117789475416
Ireland,1988,9.9,1.09,3524949,10715,Europe,9.279399907907678
Iceland,1988,6.8,2.4,249740,24451,Europe,10.104426393862145
Italy,1988,10.4,1.61,56629288,15744,Europe,9.664214619292034
Japan,1988,6.6,1.85,122578000,25059,Asia,10.128988323424016
Kazakhstan,1988,54.1,1.11,16430590,22827,Asia,10.035699324844632
"Korea, Rep.",1988,18.6,0.85,42031247,4748,Asia,8.465478755729558
Kuwait,1988,18.9,3.79,2129153,9717,Asia,9.181632207839439
Lithuania,1988,14.3,2.08,3655049,23448,Europe,10.062540482390729
Mexico,1988,49.7,0.75,78892015,2302,North America,7.741533589281828
Malaysia,1988,18.3,0.58,16524616,2134,Asia,7.665753431861699
Netherlands,1988,8.9,2.34,14760094,17744,Europe,9.783802709590148
Norway,1988,9.8,2.18,4209488,24207,Europe,10.094397126516617
New Zealand,1988,12.4,1.19,3283400,13759,Oceania,9.529448434427817
Pakistan,1988,145.1,0.09,107967838,356,Asia,5.87493073085203
Peru,1988,89.3,0.31,21143799,730,South America,6.593044534142437
Philippines,1988,63.6,0.17,58755923,734,Asia,6.598509028614515
Poland,1988,18.4,0.46,37824487,3184,Europe,8.065893546964274
Portugal,1988,17.0,0.88,10019610,5623,Europe,8.634620608292202
Qatar,1988,23.8,2.42,412142,14650,Asia,9.592195614445213
Romania,1988,34.6,0.72,23057662,1753,Europe,7.469083884921234
Saudi Arabia,1988,51.8,3.14,14713715,5998,Asia,8.699181359308954
Singapore,1988,9.2,5.93,2846108,8914,Asia,9.0953783535065
Slovak Republic,1988,16.0,1.1,5250596,31113,Europe,10.345381017257845
Sweden,1988,7.3,1.92,8436489,24534,Europe,10.107815189592698
Thailand,1988,41.3,0.26,53410965,1154,Asia,7.050989447068045
Turkmenistan,1988,84.0,1.01,3525110,854,Asia,6.74993119378857
Ukraine,1988,19.9,1.18,51521000,1449,Europe,7.278628942320682
United States,1988,11.9,3.21,244499000,21417,North America,9.971940278170571
Uzbekistan,1988,73.1,0.7,19600028,10266,Asia,9.236592743120248
South Africa,1988,66.2,0.45,37393853,2780,Africa,7.930206206684683
United Arab Emirates,1989,17.5,6.86,1791840,23141,Asia,10.049361215025671
Argentina,1989,28.9,0.61,32165766,2382,South America,7.775695749915245
Australia,1989,9.7,1.84,16814416,17834,Oceania,9.788862026694824
Austria,1989,9.9,1.36,7619567,17468,Europe,9.768125914605452
Azerbaijan,1989,95.7,1.14,7076550,27110,Asia,10.20765794249271
Bangladesh,1989,152.2,0.02,104893674,274,Asia,5.6131281063880705
Bulgaria,1989,17.9,1.22,8876972,2477,Europe,7.814803429489359
Belarus,1989,15.5,2.62,10170000,8351,Europe,9.03013657115323
Brazil,1989,65.9,0.45,148003411,2790,South America,7.933796874815411
Canada,1989,8.5,2.96,27276781,20795,North America,9.942467852177012
Switzerland,1989,8.4,1.8,6646912,31308,Europe,10.35162893492473
Chile,1989,20.4,0.49,13128619,2276,South America,7.730174795246222
China,1989,53.9,0.1,1118650000,310,Asia,5.736572297479192
Colombia,1989,36.8,0.27,31923117,1238,South America,7.121252453244542
Germany,1989,9.0,1.55,78751283,17764,Europe,9.784929216411992
Denmark,1989,9.3,1.8,5132594,21901,Europe,9.994287576862567
Algeria,1989,53.1,0.35,24889507,2235,Africa,7.711996507047669
Ecuador,1989,56.7,0.43,10210185,1360,South America,7.215239978730097
Spain,1989,9.5,1.24,38827764,10681,Europe,9.276221741089696
Finland,1989,6.9,2.22,4964371,23973,Europe,10.084683476042573
France,1989,9.3,1.57,57766282,17747,Europe,9.783971766534565
United Kingdom,1989,9.9,1.43,57076711,16240,Europe,9.69523261371567
Greece,1989,11.1,1.48,10089498,7846,Europe,8.967759126769497
Hungary,1989,17.6,0.86,10481719,12918,Europe,9.466376966592419
Indonesia,1989,87.7,0.15,178949174,527,Asia,6.267200548541362
India,1989,130.3,0.07,852012673,347,Asia,5.849324779946859
Ireland,1989,9.6,1.12,3511009,11175,Europe,9.32143441948177
Iceland,1989,6.6,2.61,252852,22434,Europe,10.018332944205168
Italy,1989,10.0,1.65,56671781,16386,Europe,9.70418259070176
Japan,1989,6.5,1.91,123069000,24822,Asia,10.119485635689466
Kazakhstan,1989,52.6,1.13,16249500,26145,Asia,10.171413246622231
"Korea, Rep.",1989,17.0,0.96,42449038,5817,Asia,8.668539943910762
Kuwait,1989,17.5,3.58,2210013,11001,Asia,9.305741456739435
Lithuania,1989,14.1,2.12,3684255,18267,Europe,9.812851432276684
Mexico,1989,47.5,0.79,80233749,2759,North America,7.922623574217286
Malaysia,1989,17.4,0.62,17020143,2282,Asia,7.732807530422021
Netherlands,1989,8.6,2.29,14848907,17397,Europe,9.764053056544551
Norway,1989,9.3,2.12,4226901,24281,Europe,10.097449430486758
New Zealand,1989,11.8,1.24,3299200,13312,Oceania,9.49642116306099
Pakistan,1989,142.5,0.09,111670386,359,Asia,5.883322388488279
Peru,1989,84.6,0.27,21624311,1040,South America,6.946975992135418
Philippines,1989,60.1,0.18,60127343,806,Asia,6.692083742506628
Poland,1989,17.9,0.46,37961529,4611,Europe,8.436200032206706
Portugal,1989,15.9,1.14,10005000,6056,Europe,8.708804795117285
Qatar,1989,22.3,2.51,426896,15197,Asia,9.628853318933604
Romania,1989,33.0,0.74,23161458,1789,Europe,7.489412083508719
Saudi Arabia,1989,47.9,2.99,15353227,6210,Asia,8.733916174927524
Singapore,1989,8.5,6.63,2930901,10394,Asia,9.248983995568388
Slovak Republic,1989,15.3,1.08,5275942,32494,Europe,10.388810735889695
Sweden,1989,7.2,1.93,8492964,25662,Europe,10.152766577454964
Thailand,1989,39.1,0.3,54324004,1329,Asia,7.192182058713246
Turkmenistan,1989,81.3,0.98,3621303,830,Asia,6.721425700790643
Ukraine,1989,19.4,1.12,51773000,1597,Europe,7.3758821482150125
United States,1989,11.6,3.17,246819000,22857,North America,10.037012695141119
Uzbekistan,1989,71.2,0.65,20102902,9050,Asia,9.110520036693972
South Africa,1989,64.0,0.46,38668684,2794,Africa,7.935229539816907
United Arab Emirates,1990,16.5,7.04,1900151,26682,Asia,10.191744459738752
Argentina,1990,28.8,0.56,32637657,4330,South America,8.373322820996535
Australia,1990,9.2,1.85,17065128,18249,Oceania,9.811865562988816
Austria,1990,9.5,1.41,7677850,21680,Europe,9.984145455553582
Azerbaijan,1990,95.3,1.18,7175200,1234,Asia,7.1180162044653335
Bangladesh,1990,146.0,0.02,107147651,294,Asia,5.683579767338681
Bulgaria,1990,18.4,1.0,8718289,2366,Europe,7.768956044538332
Belarus,1990,15.2,2.42,10189348,2124,Europe,7.66105638236183
Brazil,1990,63.2,0.43,150706446,3085,South America,8.034306936339489
Canada,1990,8.2,2.88,27691138,21526,North America,9.977016785824244
Switzerland,1990,8.2,1.91,6715519,39575,Europe,10.585952884749213
Chile,1990,19.1,0.5,13342868,2481,South America,7.816416983691801
China,1990,53.6,0.1,1135185000,317,Asia,5.75890177387728
Colombia,1990,35.6,0.28,32601393,1467,South America,7.2909747781429814
Germany,1990,8.5,1.61,79433029,22303,Europe,10.012476477547958
Denmark,1990,8.9,1.75,5140939,26891,Europe,10.199546937117361
Algeria,1990,51.9,0.36,25518074,2431,Africa,7.796057974316123
Ecuador,1990,54.1,0.41,10449837,1458,South America,7.284820912568604
Spain,1990,9.2,1.25,38867322,13804,Europe,9.532713684217894
Finland,1990,6.7,2.2,4986431,28364,Europe,10.252876014423887
France,1990,9.0,1.58,58044701,21865,Europe,9.992642463847021
United Kingdom,1990,9.3,1.45,57247586,19096,Europe,9.857234168018666
Greece,1990,10.4,1.55,10196792,9600,Europe,9.169518377455928
Hungary,1990,17.2,0.89,10373988,6774,Europe,8.820847033377717
Indonesia,1990,84.0,0.16,182159874,582,Asia,6.366470447731438
India,1990,126.5,0.07,870452165,368,Asia,5.908082938168931
Ireland,1990,9.1,1.25,3513974,14031,Europe,9.549024446393997
Iceland,1990,6.4,2.5,254826,25384,Europe,10.141874333263031
Italy,1990,9.7,1.65,56719240,20825,Europe,9.943909467035043
Japan,1990,6.3,2.03,123478000,25371,Asia,10.141362068450333
Kazakhstan,1990,51.7,1.3,16348000,1647,Asia,7.4067107301776405
"Korea, Rep.",1990,15.6,1.15,42869283,6610,Asia,8.796338932845732
Kuwait,1990,18.0,2.63,1674938,11002,Asia,9.305832353435404
Lithuania,1990,15.0,2.02,3697838,13453,Europe,9.506957408485542
Mexico,1990,45.4,0.8,81720428,3196,North America,8.069655306886165
Malaysia,1990,16.6,0.71,17517054,2513,Asia,7.829232537543592
Netherlands,1990,8.3,2.35,14951510,21290,Europe,9.965992757887525
Norway,1990,8.7,2.17,4241473,28242,Europe,10.248565510629197
New Zealand,1990,11.2,1.41,3329800,13663,Oceania,9.522446728338489
Pakistan,1990,139.8,0.1,115414069,346,Asia,5.846438775057725
Peru,1990,80.2,0.27,22109099,1194,South America,7.085064293952548
Philippines,1990,56.6,0.19,61558898,820,Asia,6.709304340258298
Poland,1990,17.4,0.42,38110782,1731,Europe,7.456454555176209
Portugal,1990,14.7,1.11,9983218,7884,Europe,8.97259066827261
Qatar,1990,20.8,2.62,441675,16664,Asia,9.721005982940808
Romania,1990,31.1,0.81,23201835,1648,Europe,7.4073177104694174
Saudi Arabia,1990,44.3,3.08,16004763,7349,Asia,8.90231952852887
Singapore,1990,7.7,7.71,3047132,11861,Asia,9.381010986029276
Slovak Republic,1990,14.7,0.94,5299187,2405,Europe,7.785305182539862
Sweden,1990,7.0,1.92,8558835,30593,Europe,10.328526503601397
Thailand,1990,37.1,0.34,55228410,1545,Asia,7.3427791893318455
Turkmenistan,1990,79.4,1.2,3720278,857,Asia,6.75343791859778
Ukraine,1990,19.2,1.22,51891400,1568,Europe,7.357556200910353
United States,1990,11.2,3.09,249623000,23888,North America,10.081131519778971
Uzbekistan,1990,70.3,0.61,20510000,651,Asia,6.478509642208569
South Africa,1990,62.2,0.45,39877570,3160,Africa,8.058327306580958
United Arab Emirates,1991,15.7,8.65,2008383,25668,Asia,10.153000358870406
Argentina,1991,28.3,0.58,33105763,5730,South America,8.653470809708786
Australia,1991,8.7,1.78,17284036,18860,Oceania,9.844798556187449
Austria,1991,9.1,1.51,7754891,22410,Europe,10.017262566794972
Azerbaijan,1991,95.5,1.12,7271300,734,Asia,6.598509028614515
Bangladesh,1991,139.7,0.02,109242834,283,Asia,5.645446897643238
Bulgaria,1991,18.9,0.67,8632367,1267,Europe,7.144407180321139
Belarus,1991,15.2,2.33,10194050,1765,Europe,7.475905969367397
Brazil,1991,60.4,0.43,153336445,2659,South America,7.88570539124302
Canada,1991,8.0,2.68,28037420,21846,North America,9.991773117403488
Switzerland,1991,7.8,1.92,6799978,39544,Europe,10.585169254986795
Chile,1991,17.6,0.51,13561945,2789,South America,7.933438387627489
China,1991,53.1,0.1,1150780000,333,Asia,5.808142489980444
Colombia,1991,34.4,0.28,33272628,1491,South America,7.307202314764738
Germany,1991,8.0,1.67,80013896,23357,Europe,10.058652004037477
Denmark,1991,8.4,1.76,5154298,27011,Europe,10.203999469426009
Algeria,1991,51.3,0.35,26133905,1749,Africa,7.466799475018602
Ecuador,1991,51.4,0.45,10686279,1589,South America,7.370860166536716
Spain,1991,8.8,1.27,38966376,14811,Europe,9.603125426926972
Finland,1991,6.4,2.11,5013740,25484,Europe,10.145806083236378
France,1991,8.6,1.66,58557577,21675,Europe,9.983914801648742
United Kingdom,1991,8.7,1.44,57424897,19900,Europe,9.898475010712584
Greece,1991,9.8,1.54,10319927,10188,Europe,9.228965836099349
Hungary,1991,16.8,0.77,10373400,3350,Europe,8.116715624819111
Indonesia,1991,80.2,0.17,185361228,629,Asia,6.444131256700441
India,1991,122.9,0.07,888941756,303,Asia,5.713732805509369
Ireland,1991,8.6,1.37,3534235,14087,Europe,9.553007665260306
Iceland,1991,6.2,2.44,257797,26802,Europe,10.196231790580173
Italy,1991,9.3,1.63,56758521,21956,Europe,9.99679572966978
Japan,1991,6.2,2.05,123964000,28915,Asia,10.272115770592318
Kazakhstan,1991,51.5,1.31,16451711,1514,Asia,7.322510433997394
"Korea, Rep.",1991,14.4,1.38,43295704,7636,Asia,8.940629184845639
Kuwait,1991,15.4,1.81,1339500,8219,Asia,9.0142038261485
Lithuania,1991,16.7,2.22,3704134,13732,Europe,9.527484154577582
Mexico,1991,43.3,0.82,83351595,3756,North America,8.231109840328154
Malaysia,1991,15.8,0.74,18017464,2727,Asia,7.910957382845589
Netherlands,1991,8.0,2.39,15069798,21732,Europe,9.986541107671414
Norway,1991,7.9,2.04,4261732,28596,Europe,10.261022126886742
New Zealand,1991,10.6,1.32,3495100,12229,Oceania,9.41156545918937
Pakistan,1991,137.1,0.1,119203569,382,Asia,5.945420608606575
Peru,1991,75.9,0.24,22583006,1520,South America,7.326465613840322
Philippines,1991,53.3,0.18,63039751,821,Asia,6.710523109452428
Poland,1991,16.9,0.39,38246193,2235,Europe,7.711996507047669
Portugal,1991,13.6,1.15,9960235,8958,Europe,9.100302266767246
Qatar,1991,19.4,2.05,456486,15079,Asia,9.621058326365796
Romania,1991,29.7,0.67,23001155,1254,Europe,7.134093721192866
Saudi Arabia,1991,41.0,3.22,16654276,7939,Asia,8.979542601725113
Singapore,1991,6.9,7.64,3135083,14502,Asia,9.582041849931539
Slovak Republic,1991,14.1,0.82,5303294,2691,Europe,7.897668150726906
Sweden,1991,6.6,1.8,8617375,31822,Europe,10.367913153467802
Thailand,1991,35.1,0.37,56099865,1751,Asia,7.467942332285852
Turkmenistan,1991,78.5,1.33,3821782,839,Asia,6.732210706467206
Ukraine,1991,19.2,1.11,52000500,1487,Europe,7.304515946460155
United States,1991,10.9,2.99,252981000,24342,North America,10.099958532434503
Uzbekistan,1991,70.1,0.52,20952000,652,Asia,6.480044561926653
South Africa,1991,60.9,0.44,40910959,3304,Africa,8.102889134640868
United Arab Emirates,1992,14.9,8.37,2116231,25630,Asia,10.151518819358117
Argentina,1992,27.6,0.58,33568285,6815,South America,8.826881344130634
Australia,1992,8.2,1.76,17478635,18624,Oceania,9.832206350531164
Austria,1992,8.6,1.46,7840709,24880,Europe,10.121819546853116
Azerbaijan,1992,95.9,1.07,7382050,60,Asia,4.0943445622221
Bangladesh,1992,133.4,0.02,111272102,284,Asia,5.648974238161206
Bulgaria,1992,19.2,0.69,8540164,1211,Europe,7.099201743553092
Belarus,1992,15.3,1.99,10216470,1667,Europe,7.418780882750794
Brazil,1992,57.4,0.44,155900790,2505,South America,7.826044013518965
Canada,1992,7.7,2.7,28371264,20949,North America,9.949846191514146
Switzerland,1992,7.5,1.93,6875364,40713,Europe,10.61430273074948
Chile,1992,16.2,0.54,13782297,3335,South America,8.112227958349724
China,1992,52.1,0.11,1164970000,366,Asia,5.902633333401366
Colombia,1992,33.2,0.31,33939039,1720,South America,7.450079569807499
Germany,1992,7.6,1.67,80624598,26438,Europe,10.182557648139346
Denmark,1992,7.9,1.74,5171370,29569,Europe,10.294481794215836
Algeria,1992,50.8,0.34,26748303,1794,Africa,7.492203042618741
Ecuador,1992,48.8,0.43,10914222,1657,South America,7.4127640174265625
Spain,1992,8.3,1.35,39157685,16112,Europe,9.687319614958344
Finland,1992,6.1,2.05,5041992,22319,Europe,10.013193612624185
France,1992,8.1,1.65,58849943,23814,Europe,10.07802892201112
United Kingdom,1992,8.2,1.45,57580402,20488,Europe,9.927594627879362
Greece,1992,9.4,1.55,10399061,11176,Europe,9.321523900936798
Hungary,1992,15.8,0.78,10369341,3735,Europe,8.225503097566918
Indonesia,1992,76.6,0.18,188558416,678,Asia,6.519147287940395
India,1992,119.5,0.07,907574049,317,Asia,5.75890177387728
Ireland,1992,8.1,1.43,3558430,15714,Europe,9.662307313735766
Iceland,1992,6.0,2.71,261057,27124,Europe,10.208174223803733
Italy,1992,8.9,1.66,56797087,23243,Europe,10.053759290414428
Japan,1992,6.1,2.09,124425000,31414,Asia,10.355008932402978
Kazakhstan,1992,51.8,1.24,16439095,1515,Asia,7.323170717943469
"Korea, Rep.",1992,13.3,1.65,43747962,8126,Asia,9.002824076547672
Kuwait,1992,14.8,2.89,1620633,12253,Asia,9.413526083949446
Lithuania,1992,18.0,1.17,3700114,13453,Europe,9.506957408485542
Mexico,1992,41.3,0.81,84993164,4272,North America,8.35983738064003
Malaysia,1992,15.1,0.73,18526708,3193,Asia,8.068716192714781
Netherlands,1992,7.7,2.42,15184166,23904,Europe,10.081801087932543
Norway,1992,7.2,2.09,4286401,30523,Europe,10.326235776766852
New Zealand,1992,10.0,1.33,3531700,11793,Oceania,9.37526141408997
Pakistan,1992,134.1,0.11,122375179,399,Asia,5.988961416889864
Peru,1992,71.5,0.25,23047248,1560,South America,7.352441100243583
Philippines,1992,50.4,0.21,64543525,936,Asia,6.841615476477592
Poland,1992,16.4,0.36,38363667,2459,Europe,7.807510042216193
Portugal,1992,12.5,1.28,9952494,10810,Europe,9.288226910633254
Qatar,1992,18.2,2.13,471293,16223,Asia,9.694185267410399
Romania,1992,28.7,0.55,22794284,1102,Europe,7.004881989712859
Saudi Arabia,1992,38.0,2.89,17281350,7932,Asia,8.978660489639687
Singapore,1992,6.3,7.74,3230698,16136,Asia,9.688808079634049
Slovak Republic,1992,13.6,0.74,5305016,2920,Europe,7.979338895262328
Sweden,1992,6.2,1.89,8668067,32800,Europe,10.398183794372235
Thailand,1992,33.2,0.4,56939020,1957,Asia,7.579167967396076
Turkmenistan,1992,78.5,1.34,3926369,815,Asia,6.703188113240863
Ukraine,1992,19.3,0.82,52150400,1417,Europe,7.256297239690681
United States,1992,10.5,3.03,256514000,25418,North America,10.143212863442015
Uzbekistan,1992,70.2,0.39,21449000,603,Asia,6.401917196727186
South Africa,1992,60.1,0.45,41760755,3519,Africa,8.165932137321585
United Arab Emirates,1993,14.2,8.16,2223284,25019,Asia,10.12739081519658
Argentina,1993,26.5,0.58,34027240,6957,South America,8.847503625923641
Australia,1993,7.7,1.84,17634808,17700,Oceania,9.78131991856192
Austria,1993,8.0,1.46,7905633,24081,Europe,10.089178426799686
Azerbaijan,1993,96.0,1.06,7494800,209,Asia,5.342334251964811
Bangladesh,1993,127.1,0.02,113418757,292,Asia,5.676753802268282
Bulgaria,1993,19.3,0.72,8472313,1278,Europe,7.15305163493748
Belarus,1993,15.5,1.41,10239050,1590,Europe,7.371489295214277
Brazil,1993,54.3,0.44,158440875,2766,South America,7.925157512224703
Canada,1993,7.4,2.69,28684764,20186,North America,9.912744573798804
Switzerland,1993,7.1,1.79,6938265,39236,Europe,10.577349971684207
Chile,1993,15.0,0.58,13998386,3521,South America,8.166500319155052
China,1993,50.8,0.12,1178440000,377,Asia,5.932245187448011
Colombia,1993,32.1,0.31,34614735,1920,South America,7.560080465021827
Germany,1993,7.2,1.68,81156363,25522,Europe,10.147296104293922
Denmark,1993,7.4,1.83,5188628,27597,Europe,10.225462350145268
Algeria,1993,50.2,0.33,27354327,1825,Africa,7.509335266016592
Ecuador,1993,46.1,0.44,11132829,1701,South America,7.438971592395862
