Country,Year,Mortality Rate,Oil Consumption per capita (tonnes per year),Population,GDP per capita (US$),Continent,GDP per capita (log US$)
Iceland,2007,2.9,3.4,311566,69495,Europe,11.149010086518858
Italy,2007,4.2,1.41,58438310,37870,Europe,10.54191452089584
Japan,2007,3.5,1.81,128001000,35779,Asia,10.485116408097518
Kazakhstan,2007,26.9,0.75,15484192,6771,Asia,8.820404065485645
"Korea, Rep.",2007,4.8,2.28,48683638,24086,Asia,10.089386037820425
Kuwait,2007,11.4,5.57,2506769,45729,Asia,10.730487948929952
Lithuania,2007,8.0,0.83,3231294,12285,Europe,9.41613428495528
Mexico,2007,21.3,0.82,108302973,9719,North America,9.181838011503471
Malaysia,2007,8.1,0.82,27092604,7143,Asia,8.873888135154973
Netherlands,2007,4.9,2.8,16381696,51799,Europe,10.855126123041925
Norway,2007,3.7,2.15,4709153,85502,Europe,11.356295046464133
New Zealand,2007,6.5,1.71,4223800,32479,Oceania,10.388349005624308
Pakistan,2007,92.9,0.12,181924521,837,Asia,6.729824070489475
Peru,2007,23.4,0.25,28600387,3572,South America,8.18088094199639
Philippines,2007,33.1,0.16,89561377,1741,Asia,7.462214939768189
Poland,2007,7.0,0.63,38120560,11254,Europe,9.328478899993224
Portugal,2007,4.2,1.36,10542964,22811,Europe,10.03499815473834
Qatar,2007,9.8,3.37,1231893,64706,Asia,11.077609211892549
Romania,2007,15.1,0.48,20882982,8360,Europe,9.031213706078747
Saudi Arabia,2007,14.6,3.77,26400068,15756,Asia,9.664976524090797
Singapore,2007,2.9,10.34,4588599,39432,Asia,10.582332948385213
Slovak Republic,2007,7.7,0.76,5374622,16106,Europe,9.68694715235549
Sweden,2007,3.3,1.61,9148092,53700,Europe,10.891168280496956
Thailand,2007,15.6,0.56,66826754,3934,Asia,8.277411998949004
Turkmenistan,2007,47.4,1.11,5024894,2520,Asia,7.832014180505469
Ukraine,2007,13.4,0.33,46509355,3197,Europe,8.069968149059841
United States,2007,7.7,3.12,301231207,48050,North America,10.779997414398439
Uzbekistan,2007,36.2,0.2,26868000,830,Asia,6.721425700790643
South Africa,2007,74.6,0.53,49996094,6662,Africa,8.804175018753625
United Arab Emirates,2008,9.2,3.69,6988685,45140,Asia,10.717524050371527
Argentina,2008,15.4,0.61,40273769,8977,South America,9.10242102975669
Australia,2008,5.2,1.97,21249199,49681,Oceania,10.813377845229255
Austria,2008,4.5,1.61,8321496,51919,Europe,10.857440090791872
Azerbaijan,2008,42.7,0.37,8763400,5574,Asia,8.625868208041894
Bangladesh,2008,54.7,0.03,145421318,630,Asia,6.4457198193855785
Bulgaria,2008,11.4,0.71,7492561,7271,Europe,8.891649112650057
Belarus,2008,6.6,0.8,9527985,6376,Europe,8.760296220470051
Brazil,2008,20.6,0.55,192672317,8801,South America,9.082620630373812
Canada,2008,5.9,3.06,33247118,46710,North America,10.751713553496154
Switzerland,2008,4.7,1.59,7647675,74175,Europe,11.214182445159022
Chile,2008,8.9,1.0,16661462,10783,South America,9.285726098882073
China,2008,18.5,0.28,1324655000,3468,Asia,8.151333337900432
Colombia,2008,19.6,0.24,43815313,5534,South America,8.618666160346871
Germany,2008,4.4,1.43,82110097,45612,Europe,10.72792611877725
Denmark,2008,4.3,1.62,5493621,64321,Europe,11.071641450995672
Algeria,2008,29.8,0.41,34569592,4946,Africa,8.506334448081361
Ecuador,2008,20.8,0.66,14496797,4260,South America,8.357024439263416
Spain,2008,4.2,1.71,45954106,35510,Europe,10.477569625937134
Finland,2008,3.3,1.98,5313399,53772,Europe,10.892508164574144
France,2008,4.4,1.48,64379696,45515,Europe,10.72579722093939
United Kingdom,2008,5.6,1.28,61806995,47432,Europe,10.767052385387204
Greece,2008,4.0,1.9,11077841,32127,Europe,10.377452077068984
Hungary,2008,6.5,0.77,10038188,15772,Europe,9.665991494997519
Indonesia,2008,36.7,0.24,237936543,2144,Asia,7.670428522190693
India,2008,64.5,0.11,1206734806,993,Asia,6.900730664045173
Ireland,2008,4.4,2.07,4489544,61353,Europe,11.024399348699005
Iceland,2008,2.8,3.05,317414,56943,Europe,10.949806046483104
Italy,2008,4.1,1.35,58826731,40944,Europe,10.61996055839957
Japan,2008,3.4,1.75,128063000,39876,Asia,10.593529918142595
Kazakhstan,2008,24.7,0.7,15776938,8458,Asia,9.042868018032435
"Korea, Rep.",2008,4.5,2.16,49054708,21350,Asia,9.96880701865677
Kuwait,2008,11.2,5.99,2650930,55595,Asia,10.925848548137349
Lithuania,2008,7.4,0.91,3198231,14944,Europe,9.612065160468624
Mexico,2008,20.5,0.81,109684489,10119,North America,9.222170123729759
Malaysia,2008,8.1,0.79,27664296,8343,Asia,9.029178142902074
Netherlands,2008,4.7,2.82,16445593,57879,Europe,10.966109903471082
Norway,2008,3.6,2.04,4768212,97503,Europe,11.487638425743345
New Zealand,2008,6.4,1.71,4259800,31252,Oceania,10.349838653116635
Pakistan,2008,91.0,0.12,185931955,914,Asia,6.81783057145415
Peru,2008,22.1,0.28,28806185,4184,South America,8.339023005744759
Philippines,2008,32.6,0.15,91252326,1990,Asia,7.595889917718538
Poland,2008,6.7,0.65,38125759,13995,Europe,9.546455401949554
Portugal,2008,4.0,1.29,10558177,24949,Europe,10.124589020216114
Qatar,2008,9.6,3.32,1444277,79811,Asia,11.287416618549733
Romania,2008,13.9,0.49,20537875,10435,Europe,9.252920819511301
Saudi Arabia,2008,13.8,3.98,27437353,18944,Asia,9.849242537683732
Singapore,2008,2.8,10.46,4839396,40008,Asia,10.59683471309874
Slovak Republic,2008,7.4,0.79,5379233,18753,Europe,9.839109018599922
Sweden,2008,3.2,1.57,9219637,56152,Europe,10.935817578410257
Thailand,2008,14.9,0.54,67328239,4327,Asia,8.372629740224884
Turkmenistan,2008,45.6,1.12,5100083,3778,Asia,8.236950048061455
Ukraine,2008,12.9,0.34,46258189,4066,Europe,8.310414994188292
United States,2008,7.6,2.9,304093966,48570,North America,10.790761335339791
Uzbekistan,2008,33.2,0.21,27302800,1082,Asia,6.9865664594064265
South Africa,2008,68.3,0.53,50565812,6251,Africa,8.740496729931813
United Arab Emirates,2009,8.9,4.29,7992644,31722,Asia,10.364765725463505
Argentina,2009,15.0,0.59,40684338,8184,South America,9.009936307631463
Australia,2009,5.0,1.93,21691653,42810,Oceania,10.664526999138992
Austria,2009,4.5,1.55,8343323,48153,Europe,10.782138720581328
Azerbaijan,2009,39.9,0.35,8947243,4950,Asia,8.507142855562735
Bangladesh,2009,51.8,0.03,146706810,698,Asia,6.548219102762372
Bulgaria,2009,11.1,0.74,7444443,6988,Europe,8.851949671253948
Belarus,2009,6.1,0.97,9504583,5352,Europe,8.585225601808064
Brazil,2009,19.6,0.55,194517549,8569,South America,9.055906318669118
Canada,2009,5.8,2.88,33628895,40876,North America,10.6182983727321
Switzerland,2009,4.6,1.61,7743831,71565,Europe,11.178361406618317
Chile,2009,8.8,0.92,16833447,10182,South America,9.228376734462282
China,2009,17.1,0.29,1331260000,3832,Asia,8.251142139090751
Colombia,2009,19.0,0.23,44313917,5245,South America,8.565030520830398
Germany,2009,4.3,1.38,81902307,41650,Europe,10.637056647594989
Denmark,2009,4.2,1.54,5523095,58163,Europe,10.971004692720294
Algeria,2009,28.7,0.43,35196037,3898,Africa,8.268218880067506
Ecuador,2009,19.9,0.71,14742766,4240,South America,8.352318548226004
Spain,2009,4.0,1.66,46362946,32169,Europe,10.378758534888256
Finland,2009,3.2,1.85,5338871,47481,Europe,10.768084910001393
France,2009,4.3,1.4,64710879,41737,Europe,10.639143304545533
United Kingdom,2009,5.4,1.21,62276270,38820,Europe,10.566690856723001
Greece,2009,3.9,1.78,11107017,29828,Europe,10.303202828663686
Hungary,2009,6.2,0.71,10022650,13077,Europe,9.478610240906502
Indonesia,2009,35.3,0.25,240981299,2239,Asia,7.713784616598755
India,2009,61.3,0.13,1223640160,1096,Asia,6.999422467507961
Ireland,2009,4.3,1.81,4535375,52133,Europe,10.861553424542905
Iceland,2009,2.7,2.52,318499,41301,Europe,10.628641991731053
Italy,2009,4.1,1.25,59095365,37226,Europe,10.524762720858279
Japan,2009,3.3,1.57,128047000,41309,Asia,10.628835672884062
Kazakhstan,2009,22.5,0.76,16092822,7165,Asia,8.876963340262272
"Korea, Rep.",2009,4.3,2.15,49307835,19143,Asia,9.859692392536457
Kuwait,2009,11.0,6.5,2795550,37906,Asia,10.542864689886246
Lithuania,2009,6.7,0.78,3162916,11820,Europe,9.377548290960089
Mexico,2009,19.8,0.79,111049428,8104,North America,9.000113045928519
Malaysia,2009,8.1,0.88,28217204,7167,Asia,8.877242435993919
Netherlands,2009,4.6,2.98,16530388,52722,Europe,10.872788104723899
Norway,2009,3.4,2.13,4828726,80347,Europe,11.294110033816482
New Zealand,2009,6.3,1.57,4302600,28209,Oceania,10.247396354945186
Pakistan,2009,89.2,0.12,190123222,884,Asia,6.784457062637643
Peru,2009,20.9,0.28,29009326,4164,South America,8.33423142973486
Philippines,2009,32.2,0.14,92946951,1893,Asia,7.545918151209323
Poland,2009,6.3,0.66,38151603,11525,Europe,9.352273867864849
Portugal,2009,3.9,1.2,10568247,23151,Europe,10.049793255125712
Qatar,2009,9.4,3.88,1610274,60733,Asia,11.01424248665062
Romania,2009,13.1,0.43,20367487,8548,Europe,9.053452616439039
Saudi Arabia,2009,13.0,4.37,28483797,15064,Asia,9.620063070336988
Singapore,2009,2.8,11.34,4987573,38926,Asia,10.56941768680252
Slovak Republic,2009,7.2,0.68,5386406,16597,Europe,9.71697723512072
Sweden,2009,3.1,1.57,9298515,46946,Europe,10.756753283988832
Thailand,2009,14.2,0.73,67813654,4154,Asia,8.331827004436057
Turkmenistan,2009,44.2,1.08,5180957,3901,Asia,8.268988209506656
Ukraine,2009,12.3,0.29,46053331,2639,Europe,7.878155336503324
United States,2009,7.5,2.71,306771529,47194,North America,10.762022044849319
Uzbekistan,2009,30.5,0.18,27767400,1213,Asia,7.10085190894405
South Africa,2009,59.9,0.5,51170779,6444,Africa,8.770904744296866
United Arab Emirates,2010,8.7,4.3,8481771,34165,Asia,10.438957007214878
Argentina,2010,14.5,0.64,40788453,10385,South America,9.248117736310213
Australia,2010,4.8,1.91,22031750,52132,Oceania,10.86153424265061
Austria,2010,4.3,1.55,8363404,46903,Europe,10.755836918273502
Azerbaijan,2010,37.3,0.36,9054332,5843,Asia,8.672999642554437
Bangladesh,2010,49.2,0.03,148391139,776,Asia,6.654152520183219
Bulgaria,2010,10.8,0.56,7395599,6862,Europe,8.833754223418396
Belarus,2010,5.6,0.69,9483836,6034,Europe,8.705165419719007
Brazil,2010,18.6,0.6,196353492,11249,South America,9.328034514792826
Canada,2010,5.7,3.01,34004889,47562,North America,10.76978940206521
Switzerland,2010,4.6,1.49,7824909,76531,Europe,11.245451166489799
Chile,2010,8.7,0.86,17004162,12767,South America,9.45461899582035
China,2010,15.8,0.32,1337705000,4550,Asia,8.422882511944996
Colombia,2010,18.4,0.24,44816108,6392,South America,8.76280248744611
Germany,2010,4.2,1.4,81776930,41572,Europe,10.635182142708313
Denmark,2010,4.1,1.57,5547683,58041,Europe,10.968904936346597
Algeria,2010,27.8,0.42,35856344,4495,Africa,8.410720946905721
Ecuador,2010,19.0,0.73,14989585,4640,South America,8.442469645220301
Spain,2010,3.8,1.62,46576897,30532,Europe,10.326530592918362
Finland,2010,3.0,1.94,5363352,46505,Europe,10.747315112676567
France,2010,4.2,1.33,65030575,40676,Europe,10.613393516911028
United Kingdom,2010,5.2,1.19,62766365,39693,Europe,10.58893012871052
Greece,2010,3.9,1.63,11121341,26716,Europe,10.193017915845527
Hungary,2010,6.0,0.67,10000023,13217,Europe,9.489259158757807
Indonesia,2010,33.9,0.25,244016173,3094,Asia,8.037220031133012
India,2010,58.1,0.13,1240613620,1350,Asia,7.2078598714324755
Ireland,2010,4.2,1.7,4560155,48663,Europe,10.792674266718224
Iceland,2010,2.7,2.69,318041,43237,Europe,10.674451889142711
Italy,2010,4.0,1.21,59277417,36035,Europe,10.492245967358542
Japan,2010,3.2,1.59,128070000,44968,Asia,10.713706404681911
Kazakhstan,2010,20.4,0.78,16321872,9070,Asia,9.112727543109182
"Korea, Rep.",2010,4.1,2.09,49554112,23087,Asia,10.047024967532325
Kuwait,2010,10.7,6.47,2943356,39212,Asia,10.576738101381617
Lithuania,2010,6.0,0.81,3097282,11987,Europe,9.3915780082071
Mexico,2010,19.2,0.77,112532401,9399,North America,9.148358579620302
Malaysia,2010,8.1,0.89,28717731,8880,Asia,9.091556835986216
Netherlands,2010,4.4,3.0,16615394,50999,Europe,10.83956130367109
Norway,2010,3.3,2.19,4889252,88163,Europe,11.38694265284588
New Zealand,2010,6.2,1.58,4350700,33676,Oceania,10.424540696457555
Pakistan,2010,87.2,0.12,194454498,911,Asia,6.814542897259958
Peru,2010,19.9,0.29,29229572,5047,South America,8.526549286340263
Philippines,2010,31.8,0.14,94636700,2201,Asia,7.696667081526462
Poland,2010,6.0,0.69,38042794,12504,Europe,9.433803872101313
Portugal,2010,3.8,1.18,10573100,22520,Europe,10.022159082253626
Qatar,2010,9.2,4.21,1713504,73021,Asia,11.19850234999397
Romania,2010,12.4,0.42,20246871,8397,Europe,9.035629778183564
Saudi Arabia,2010,12.3,4.57,29411929,17958,Asia,9.795790977080754
Singapore,2010,2.8,12.23,5076732,47236,Asia,10.762911592721172
Slovak Republic,2010,7.0,0.68,5391428,16908,Europe,9.73554216168668
Sweden,2010,3.1,1.55,9378126,52869,Europe,10.87557243473248
Thailand,2010,13.6,0.73,68270489,4996,Asia,8.516392871245468
Turkmenistan,2010,43.2,1.11,5267970,4286,Asia,8.363109176033522
Ukraine,2010,11.7,0.26,45870741,3078,Europe,8.032035314398824
United States,2010,7.3,2.74,309327143,48650,North America,10.792407087614151
Uzbekistan,2010,28.0,0.18,28562400,1742,Asia,7.462789157412448
South Africa,2010,51.6,0.5,51784921,8059,Africa,8.994544758324512
